depmap_id,cell_line_display_name,lineage_1,lineage_2,lineage_3,lineage_5,lineage_6,lineage_4,CCNL2,CDK11A,CDK11B
ACH-001270,127399,Soft Tissue,Synovial Sarcoma,Synovial Sarcoma,,,,1.0501933714690832,1.0501933714690832,1.0501933714690832
ACH-002680,170MGBA,CNS/Brain,Diffuse Glioma,Glioblastoma,Glioblastoma,,,0.9962823024670778,0.9962823024670778,0.9962823024670778
ACH-001438,1777NRPMET,Testis,Non-Seminomatous Germ Cell Tumor,Embryonal Carcinoma,,,,1.0541433377520613,1.0541433377520613,1.0541433377520613
ACH-002089,201T,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,NSCLC Adenocarcinoma,,,0.6836112542228708,1.2130651576518945,1.2130651576518945
ACH-002401,21MT2,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,,,,0.8217472746819882,0.046377994798648,0.8217472746819882
ACH-002399,21NT,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,,,,0.9345647458927423,0.010925765856656873,0.9345647458927423
ACH-001002,451LU,Skin,Melanoma,Cutaneous Melanoma,,,,1.151706328965232,1.151706328965232,1.151706328965232
ACH-000520,59M,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,High-Grade Serous Ovarian Cancer,High Grade Serous,,,1.168424462460135,1.168424462460135,1.168424462460135
ACH-000973,639V,Bladder/Urinary Tract,Urethral Cancer,Urethral Urothelial Carcinoma,Bladder Transitional Cell,,,0.9216800389114971,0.9216800389114971,0.9216800389114971
ACH-001795,94T778,Soft Tissue,Liposarcoma,Well-Differentiated Liposarcoma,WDLPS,,,1.2919877141349876,1.2919877141349876,1.2919877141349876
ACH-001999,9505BIK,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,Exocrine Adenocarcinoma,,,1.0054778602923158,1.0054778602923158,1.0054778602923158
ACH-001796,95T1000,Soft Tissue,Liposarcoma,Well-Differentiated Liposarcoma,WDLPS,,,1.1124992453108304,1.1124992453108304,1.1124992453108304
ACH-000283,A1207,CNS/Brain,Diffuse Glioma,Glioblastoma,Glioblastoma,,,0.768025765291619,0.768025765291619,0.768025765291619
ACH-002001,A375SKINCJ1,Skin,Melanoma,Melanoma,,,,0.9942480124274192,0.9909977628675538,0.9942480124274192
ACH-002002,A375SKINCJ2,Skin,Melanoma,Melanoma,,,,0.9718819651381185,0.9718819651381185,0.9718819651381185
ACH-002003,A375SKINCJ3,Skin,Melanoma,Melanoma,,,,0.975478996059293,0.975478996059293,0.975478996059293
ACH-000757,A427,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,NSCLC Adenocarcinoma,,,1.035188950591824,1.035188950591824,1.035188950591824
ACH-003012,A549CRAFKD,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,,,,0.7606971016285086,0.7443402762841637,0.7443402762841637
ACH-002389,ACN,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,,,,1.501941264510457,1.501941264510457,1.501941264510457
ACH-002209,ALLPO,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma,B-Lymphoblastic Leukemia/Lymphoma,B-cell,,,1.1047165449955305,1.1047165449955305,1.1047165449955305
ACH-002210,ARH77,Myeloid,Non-Cancerous,Immortalized Blood,,,,1.0111996367157299,1.0111996367157299,1.0111996367157299
ACH-003125,ASPSKY,Soft Tissue,Alveolar Soft Part Sarcoma,Alveolar Soft Part Sarcoma,,,,1.0298515872880858,1.0298515872880858,1.0298515872880858
ACH-002212,BB30HNC,Head and Neck,Head and Neck Squamous Cell Carcinoma,Head and Neck Squamous Cell Carcinoma,,,,0.9870942462091701,0.9870942462091701,0.9870942462091701
ACH-002342,BB30PBL,Normal,Non-Cancerous,Matched Normal,,,,0.9979809148585805,0.9979809148585805,0.9979809148585805
ACH-002343,BB49EBV,Normal,Non-Cancerous,Matched Normal,,,,1.0071119436474683,1.0071119436474683,1.0071119436474683
ACH-002213,BB49HNC,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,,,,0.8005848664946987,0.8005848664946987,0.8005848664946987
ACH-002344,BB65EBV,Normal,Non-Cancerous,Matched Normal,,,,0.9997530211441079,0.9997530211441079,0.9997530211441079
ACH-002090,BB65RCC,Kidney,Renal Cell Carcinoma,Renal Cell Carcinoma,,,,1.0332433957243365,1.0332433957243365,1.0332433957243365
ACH-002921,BCK4,Breast,Invasive Breast Carcinoma,Breast Invasive Lobular Carcinoma,,,,0.5672228714419357,0.5876150294141376,0.5672228714419357
ACH-002216,BE13,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma,T-Lymphoblastic Leukemia/Lymphoma,T-cell,,,1.035228890865085,1.035228890865085,1.035228890865085
ACH-001016,BECKER,CNS/Brain,Diffuse Glioma,Astrocytoma,,,,1.0030772749363455,1.0030772749363455,1.0030772749363455
ACH-001331,BICR10,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,Oral,,,1.0023479074417732,1.0023479074417732,1.0023479074417732
ACH-001278,BIN67,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Small Cell Carcinoma of the Ovary,,,,1.0384875652935834,1.0384875652935834,1.0384875652935834
ACH-000245,BL41,Lymphoid,Mature B-Cell Neoplasms,Burkitt Lymphoma,B-cell Burkitt,,,0.9872389416812847,0.9872389416812847,0.9872389416812847
ACH-000402,BL70,Lymphoid,Mature B-Cell Neoplasms,Burkitt Lymphoma,B-cell Burkitt,,,0.9982865187563811,0.9982865187563811,0.9982865187563811
ACH-000160,BT12,CNS/Brain,Embryonal Tumor,Atypical Teratoid/Rhabdoid Tumor,,,,1.0061831936351315,1.0061831936351315,1.0061831936351315
ACH-001020,BT16,CNS/Brain,Embryonal Tumor,Atypical Teratoid/Rhabdoid Tumor,,,,1.0244507469169202,1.0244507469169202,1.0244507469169202
ACH-000818,BT483,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,ERpos HER2neg,Luminal,,0.6257707540967712,0.636248259409306,0.636248259409306
ACH-001454,C10,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,,,,0.9235424233308643,0.9235424233308643,0.9235424233308643
ACH-001456,C125PM,Bowel,Colorectal Adenocarcinoma,Colorectal Adenocarcinoma,,,,0.804955231027408,0.804955231027408,0.804955231027408
ACH-001818,C396,Bone,Osteosarcoma,Osteosarcoma,,,,1.000851751283947,1.000851751283947,1.000851751283947
ACH-001335,C4II,Cervix,Cervical Squamous Cell Carcinoma,Cervical Squamous Cell Carcinoma,,,,1.0249216019781893,1.0249216019781893,1.0249216019781893
ACH-001460,C84,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,,,,0.8346210829356681,0.8346210829356681,0.8346210829356681
ACH-001461,C99,Bowel,Colorectal Adenocarcinoma,Rectal Adenocarcinoma,,,,0.960331326414918,0.960331326414918,0.960331326414918
ACH-002091,CAL39,Vulva/Vagina,Squamous Cell Carcinoma of the Vulva/Vagina,Squamous Cell Carcinoma of the Vulva/Vagina,,,,1.0554975141461604,1.0554975141461604,1.0554975141461604
ACH-000857,CAL851,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,ERneg HER2neg,Basal A,,0.9547225761476652,0.9547225761476652,0.9547225761476652
ACH-001022,CBAGPN,Bone,Ewing Sarcoma,Ewing Sarcoma,,,,1.0045727238951645,1.0045727238951645,1.0045727238951645
ACH-002647,CCC5,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Cholangiocarcinoma,,,,1.000905784166152,1.000905784166152,1.000905784166152
ACH-000963,CCK81,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,,MSI,,1.0107759462911166,1.0107759462911166,1.0107759462911166
ACH-001163,CCLFPEDS0001T,Kidney,Renal Cell Carcinoma,Renal Medullary Carcinoma,Renal Medullary Carcinoma,,,1.0023143533556322,1.0023143533556322,1.0023143533556322
ACH-001164,CCLFPEDS0003T,Soft Tissue,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma,,,,1.051170475687199,1.051170475687199,1.051170475687199
ACH-001433,CCLFPEDS0008T,Soft Tissue,Epithelioid Sarcoma,Epithelioid Sarcoma,,,,1.0536027230504854,1.0536027230504854,1.0536027230504854
ACH-001767,CCLFPEDS0018T,Fibroblast,Non-Cancerous,"Fibroblast, Soft Tissue",Alveolar,,,1.087322023066766,1.0810500909582572,1.0810500909582572
ACH-002446,CCLFUPGI0005T,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,,,,1.3542025524484758,1.4182692962383774,1.3542025524484758
ACH-001959,CCLP1,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Intrahepatic Cholangiocarcinoma,Intrahepatic,,,1.0452717552658972,1.0452717552658972,1.0452717552658972
ACH-001738,CCRFCEM,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma,T-Lymphoblastic Leukemia/Lymphoma,T-cell,,,1.0202633352711514,1.0202633352711514,1.0202633352711514
ACH-001960,CCSW1,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Intrahepatic Cholangiocarcinoma,Intrahepatic,,,1.2183027794210404,1.2183027794210404,1.2183027794210404
ACH-002218,CESS,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,,,,1.0011549619375786,1.0011549619375786,1.0011549619375786
ACH-000025,CH157MN,CNS/Brain,Meningothelial Tumor,Meningioma,,,,1.162876559462554,1.162876559462554,1.162876559462554
ACH-001041,CHL1DM,Skin,Melanoma,Melanoma,,,,1.0396852444820928,1.0396852444820928,1.0396852444820928
ACH-001028,CHLA06ATRT,CNS/Brain,Embryonal Tumor,Atypical Teratoid/Rhabdoid Tumor,,,,1.045927543105872,1.045927543105872,1.045927543105872
ACH-001029,CHLA10,Bone,Ewing Sarcoma,Ewing Sarcoma,,EWS_FLI,,0.9870937507021158,1.5303265202464411,0.9870937507021158
ACH-001030,CHLA218,Bone,Ewing Sarcoma,Ewing Sarcoma,,,,0.9951551623502947,0.9951551623502947,0.9951551623502947
ACH-001282,CHLA258,Bone,Ewing Sarcoma,Ewing Sarcoma,,EWS_FLI,,0.625953073257811,0.598957436392778,0.598957436392778
ACH-001031,CHLA266,CNS/Brain,Embryonal Tumor,Atypical Teratoid/Rhabdoid Tumor,,,,1.0465789680718052,1.0465789680718052,1.0465789680718052
ACH-001032,CHLA32,Bone,Ewing Sarcoma,Ewing Sarcoma,,EWS_FLI,,1.0377277616561336,1.0377277616561336,1.0377277616561336
ACH-001033,CHLA57,CNS/Brain,Embryonal Tumor,Primitive Neuroectodermal Tumor,,,,0.9495409964266652,0.9495409964266652,0.9495409964266652
ACH-001034,CHLA9,Bone,Ewing Sarcoma,Ewing Sarcoma,,EWS_FLI,,1.0367843078389416,1.0367843078389416,1.0367843078389416
ACH-001481,CHLA90,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,,,,0.5875675237430458,0.5835365790569742,0.5875675237430458
ACH-001035,CHLA99,Bone,Ewing Sarcoma,Ewing Sarcoma,,EWS_FLI,,1.036824290176603,1.036824290176603,1.036824290176603
ACH-000136,CHP126,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,,MYCN Amp,,0.5997566633391478,0.5997566633391478,0.5997566633391478
ACH-001338,CHP134,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,,MYCN Amp,,0.5669674013874865,0.5669674013874865,0.5669674013874865
ACH-002092,CHSA0011,Bone,Chondrosarcoma,Chondrosarcoma,,,,0.9857179009397895,0.9857179009397895,0.9857179009397895
ACH-002093,CHSA0108,Bone,Chondrosarcoma,Chondrosarcoma,,,,1.3238078100005797,1.3238078100005797,1.3238078100005797
ACH-002094,CHSA8926,Bone,Chondrosarcoma,Chondrosarcoma,,,,0.9812395865042025,0.9812395865042025,0.9812395865042025
ACH-001484,CI,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma,B-Lymphoblastic Leukemia/Lymphoma,B-cell,,,1.0010308680369482,1.0010308680369482,1.0010308680369482
ACH-002996,CI34601,Lung,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,,,,0.9744802788277628,0.9744802788277628,0.9744802788277628
ACH-001485,CII,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma,B-Lymphoblastic Leukemia/Lymphoma,B-cell,,,0.8414909383612654,0.8414909383612654,0.8414909383612654
ACH-000342,CL14,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,,,,1.035076304216083,1.035076304216083,1.035076304216083
ACH-000798,CL40,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,,,,0.9891352213599633,0.9891352213599633,0.9891352213599633
ACH-001322,CME1,Soft Tissue,Synovial Sarcoma,Synovial Sarcoma,,,,1.0230025031375152,1.0230025031375152,1.0230025031375152
ACH-000641,CMK,Myeloid,Acute Myeloid Leukemia,Myeloid Leukemia Associated with Down Syndrome,M7,,,1.302255373254646,1.302255373254646,1.302255373254646
ACH-001036,CMK115,Myeloid,Acute Myeloid Leukemia,Myeloid Leukemia Associated with Down Syndrome,,,,1.12423727765039,1.12423727765039,1.12423727765039
ACH-001289,COGAR359,CNS/Brain,Embryonal Tumor,Atypical Teratoid/Rhabdoid Tumor,,,,1.085181622468053,0.8615353979792453,1.085181622468053
ACH-001038,COGE352,Bone,Ewing Sarcoma,Ewing Sarcoma,,EWS_ERG,,1.6987938270182776,1.6987938270182776,1.6987938270182776
ACH-000253,COLO201,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,,,,0.967672999294607,0.967672999294607,0.967672999294607
ACH-001039,COLO205,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,,,,0.9628236898595527,0.9628236898595527,0.9628236898595527
ACH-000864,COLO684,Uterus,Endometrial Carcinoma,Endometrial Carcinoma,,,,0.9694431189992934,0.9694431189992934,0.9694431189992934
ACH-001339,COLO794,Skin,Melanoma,Cutaneous Melanoma,,,,1.0568206726699099,1.0568206726699099,1.0568206726699099
ACH-001820,COLO824,Breast,"Breast Neoplasm, NOS","Breast Neoplasm, NOS",,,,0.9694749236600226,0.9694749236600226,0.9694749236600226
ACH-002380,COLO829BL,Normal,Non-Cancerous,Matched Normal,,,,0.9999970000031193,0.9999970000031193,0.9999970000031193
ACH-000382,CORL24,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,,,,0.6198590171488417,0.6198590171488417,0.6198590171488417
ACH-002095,CORL303,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,,,,0.9356923835758647,0.9356923835758647,0.9356923835758647
ACH-000187,CORL311,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,,,,0.950198399636335,0.950198399636335,0.950198399636335
ACH-001489,CORL32,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,NSCLC Squamous,,,0.9819399745440011,0.9819399745440011,0.9819399745440011
ACH-001490,CORL321,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,,,,1.0189614916882779,1.0189614916882779,1.0189614916882779
ACH-000695,CORL47,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,,,,1.0832436335903657,1.0832436335903657,1.0832436335903657
